id_formation,titre,description,objectif_pédagogique,public_cible,prérequis,thématique,sous-thématique,niveau,durée,format,langue,certification,plateforme_source,prix,date_mise_a_jour,mots_clés,note_utilisateurs,nombre_avis,taux_de_succès
9f6e7588-abbe-45b3-8ff9-bb9466ff2097,Formation en Adobe XD pour Experts,"Apprenez Adobe XD à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Adobe XD et les appliquer dans des projets concrets.",Experts,Avoir des connaissances de base en design & création est recommandé.,Design & Création,Adobe XD,Avancé,35,Projet,FR,Oui,FutureLearn,125,2023-11-03,"CSS, Linux, Adobe XD, Docker, Machine Learning, Cloud",3.9,243,41
fc764524-3e61-46f9-b652-acdeb9761f11,Formation en Français Langue Étrangère pour Débutants,"Apprenez Français Langue Étrangère à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Français Langue Étrangère et les appliquer dans des projets concrets.",Intermédiaires,Avoir des connaissances de base en langues est recommandé.,Langues,Français Langue Étrangère,Avancé,16,Projet,EN,Non - Certificat de Français Langue Étrangère,Coursera,391,2025-04-20,"CSS, SEO, Kubernetes, Scrum, Deep Learning, Français Langue Étrangère",4.8,1365,84
a5705986-1c0a-491f-9abb-e4d69a21ab98,Formation en Lean Management pour Intermédiaires,"Apprenez Lean Management à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Lean Management et les appliquer dans des projets concrets.",Experts,Avoir des connaissances de base en gestion de projet est recommandé.,Gestion de Projet,Lean Management,Facile,62,PDF,EN,Non,Coursera,124,2023-12-06,"CSS, Linux, Big Data, Deep Learning",4.9,2342,58
e089d511-0181-4f89-8f2b-b689b4ff1096,Formation en Gestion de Trésorerie pour Intermédiaires,"Apprenez Gestion de Trésorerie à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Gestion de Trésorerie et les appliquer dans des projets concrets.",Experts,Avoir des connaissances de base en finance & comptabilité est recommandé.,Finance & Comptabilité,Gestion de Trésorerie,Intermédiaire,77,Quiz,EN,Non,OpenClassrooms,466,2024-05-11,"CSS, Publicité, React, Agile, HTML, Sécurité, Figma, Docker",4.1,2042,88
6b0b5dea-abd1-42df-8bf4-c64330bc7d36,Formation en Sécurité Réseaux pour Experts,"Apprenez Sécurité Réseaux à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Sécurité Réseaux et les appliquer dans des projets concrets.",Intermédiaires,Avoir des connaissances de base en cybersécurité est recommandé.,Cybersécurité,Sécurité Réseaux,Intermédiaire,64,Podcast,FR,Oui,LinkedIn Learning,132,2023-09-30,"Machine Learning, SEO, CSS, Django, UX, HTML",3.1,153,59
699cabe5-192a-46a2-ab78-231ea71c2d82,Formation en Kanban pour Experts,"Apprenez Kanban à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Kanban et les appliquer dans des projets concrets.",Intermédiaires,Avoir des connaissances de base en gestion de projet est recommandé.,Gestion de Projet,Kanban,Avancé,42,Podcast,FR,Oui - Certificat de Kanban,LinkedIn Learning,490,2024-03-20,"Django, Kubernetes, Cryptographie, Deep Learning",4.2,1522,84
9a93fef4-e0dc-4a5d-ae99-072d8d8771de,Formation en Gestion de Trésorerie pour Experts,"Apprenez Gestion de Trésorerie à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Gestion de Trésorerie et les appliquer dans des projets concrets.",Intermédiaires,Avoir des connaissances de base en finance & comptabilité est recommandé.,Finance & Comptabilité,Gestion de Trésorerie,Facile,32,Podcast,EN,Non - Certificat de Gestion de Trésorerie,LinkedIn Learning,445,2023-08-16,"Cryptographie, Python, SQL, Git, Figma, Big Data",3.1,647,77
bd8aa4c6-b9c8-4759-82c4-81553f521cee,Formation en Français Langue Étrangère pour Débutants,"Apprenez Français Langue Étrangère à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Français Langue Étrangère et les appliquer dans des projets concrets.",Intermédiaires,Avoir des connaissances de base en langues est recommandé.,Langues,Français Langue Étrangère,Intermédiaire,69,PDF,EN,Oui,Fun-MOOC,454,2024-03-07,"CSS, Git, Figma, SEO, Projet",5.0,1406,54
df708ad9-16b1-4d89-8384-c0c9b60c0b69,Formation en Figma pour Débutants,"Apprenez Figma à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Figma et les appliquer dans des projets concrets.",Débutants,Avoir des connaissances de base en design & création est recommandé.,Design & Création,Figma,Intermédiaire,76,Quiz,EN,Oui - Certificat de Figma,FutureLearn,59,2024-04-24,"Deep Learning, Cloud, SQL, SEO",3.4,412,42
29c562b9-e050-4306-a43c-6fb76a38aea5,Formation en Content Marketing pour Intermédiaires,"Apprenez Content Marketing à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Content Marketing et les appliquer dans des projets concrets.",Débutants,Avoir des connaissances de base en marketing digital est recommandé.,Marketing Digital,Content Marketing,Facile,58,PDF,FR,Non - Certificat de Content Marketing,Fun-MOOC,329,2023-09-14,"Docker, Cloud, Django, Kubernetes, Publicité",4.0,107,73
f98970b8-8ed7-4e64-8a94-75769f979b4f,Formation en Français Langue Étrangère pour Experts,"Apprenez Français Langue Étrangère à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Français Langue Étrangère et les appliquer dans des projets concrets.",Experts,Avoir des connaissances de base en langues est recommandé.,Langues,Français Langue Étrangère,Facile,13,Quiz,FR,Oui - Certificat de Français Langue Étrangère,LinkedIn Learning,100,2023-09-09,"Django, Agile, Projet, SEO, SQL",3.1,2399,41
c83fe127-e869-44ce-a787-96218ce8d38d,Formation en Content Marketing pour Experts,"Apprenez Content Marketing à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Content Marketing et les appliquer dans des projets concrets.",Experts,Avoir des connaissances de base en marketing digital est recommandé.,Marketing Digital,Content Marketing,Facile,58,Projet,EN,Oui,Fun-MOOC,187,2025-04-02,"Django, Deep Learning, Machine Learning, Kubernetes, CSS, Scrum",3.4,518,61
b66d6d84-10c4-4f3e-a325-cff5531e4b93,Formation en Spark pour Débutants,"Apprenez Spark à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Spark et les appliquer dans des projets concrets.",Débutants,Avoir des connaissances de base en data science est recommandé.,Data Science,Spark,Facile,37,Projet,EN,Non - Certificat de Spark,Fun-MOOC,467,2023-09-06,"Git, Figma, Cloud, Agile, React, Projet, Publicité, Kubernetes",3.5,1585,40
a81b8067-ef7e-4157-ba28-0193ccadab3c,Formation en Illustrator pour Débutants,"Apprenez Illustrator à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Illustrator et les appliquer dans des projets concrets.",Experts,Avoir des connaissances de base en design & création est recommandé.,Design & Création,Illustrator,Facile,67,Projet,FR,Non - Certificat de Illustrator,FutureLearn,276,2024-05-05,"Deep Learning, Scrum, Illustrator, CSS, UX, Projet, Django, Kubernetes",4.1,2368,86
9baa1404-38e7-403a-bec1-ca3a84ab81cf,Formation en Formation des Employés pour Débutants,"Apprenez Formation des Employés à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Formation des Employés et les appliquer dans des projets concrets.",Experts,Avoir des connaissances de base en ressources humaines est recommandé.,Ressources Humaines,Formation des Employés,Facile,18,PDF,FR,Non,LinkedIn Learning,60,2024-02-03,"HTML, Cryptographie, Docker, Git, React",3.6,2747,86
689999c0-0c9c-4708-8826-dce929b24711,Formation en Espagnol des Affaires pour Experts,"Apprenez Espagnol des Affaires à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Espagnol des Affaires et les appliquer dans des projets concrets.",Intermédiaires,Avoir des connaissances de base en langues est recommandé.,Langues,Espagnol des Affaires,Facile,15,PDF,EN,Oui - Certificat de Espagnol des Affaires,Udemy,451,2024-01-11,"UI, CSS, Agile, Sécurité, Kubernetes, Docker, SQL",3.2,1181,71
92ef380e-f16a-4347-830d-05fef779a44d,Formation en Sécurité des Applications pour Intermédiaires,"Apprenez Sécurité des Applications à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Sécurité des Applications et les appliquer dans des projets concrets.",Intermédiaires,Avoir des connaissances de base en cybersécurité est recommandé.,Cybersécurité,Sécurité des Applications,Avancé,30,Podcast,FR,Non - Certificat de Sécurité des Applications,OpenClassrooms,200,2024-02-01,"Big Data, Sécurité, Linux, Publicité, UI, Git",4.1,2877,82
307072a1-e2db-47ed-9487-e120d26f247c,Formation en Droit du Travail pour Experts,"Apprenez Droit du Travail à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Droit du Travail et les appliquer dans des projets concrets.",Intermédiaires,Avoir des connaissances de base en ressources humaines est recommandé.,Ressources Humaines,Droit du Travail,Avancé,16,Podcast,FR,Non,Fun-MOOC,431,2025-02-26,"Sécurité, Linux, Publicité, CSS, HTML, SEO, Scrum, UX",3.4,335,64
3e5d34f9-c5c1-46e8-a069-474f26b5a100,Formation en SIEM pour Débutants,"Apprenez SIEM à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de SIEM et les appliquer dans des projets concrets.",Débutants,Avoir des connaissances de base en cybersécurité est recommandé.,Cybersécurité,SIEM,Intermédiaire,28,Vidéo,FR,Oui - Certificat de SIEM,FutureLearn,380,2023-08-01,"Projet, Big Data, Kubernetes, Publicité, Deep Learning, Cryptographie",3.2,1522,73
e7857816-e00b-4c20-ad70-ba5fc61f9d22,Formation en Kubernetes pour Intermédiaires,"Apprenez Kubernetes à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Kubernetes et les appliquer dans des projets concrets.",Débutants,Avoir des connaissances de base en cloud computing est recommandé.,Cloud Computing,Kubernetes,Facile,6,Podcast,EN,Non,LinkedIn Learning,53,2024-07-13,"SQL, Machine Learning, Git, React",3.2,1682,72
a6d52015-8d92-4ca8-bdf5-f100bf9dc212,Formation en Big Data pour Débutants,"Apprenez Big Data à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Big Data et les appliquer dans des projets concrets.",Intermédiaires,Avoir des connaissances de base en data science est recommandé.,Data Science,Big Data,Avancé,59,Vidéo,FR,Oui - Certificat de Big Data,Coursera,236,2024-12-01,"Cloud, HTML, CSS, Sécurité, Django, Big Data, Publicité",4.0,314,66
44cdff77-d417-4aa2-9edb-9770cc37fb9f,Formation en Flask pour Débutants,"Apprenez Flask à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Flask et les appliquer dans des projets concrets.",Experts,Avoir des connaissances de base en développement web est recommandé.,Développement Web,Flask,Facile,50,Projet,EN,Oui,Fun-MOOC,0,2024-06-27,"UI, Kubernetes, Scrum, Cloud, Python",3.6,1576,90
3fa243a0-ec1e-427f-8076-c89e9f8d3572,Formation en Contrôle de Gestion pour Intermédiaires,"Apprenez Contrôle de Gestion à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Contrôle de Gestion et les appliquer dans des projets concrets.",Débutants,Avoir des connaissances de base en finance & comptabilité est recommandé.,Finance & Comptabilité,Contrôle de Gestion,Avancé,27,Projet,EN,Oui,OpenClassrooms,187,2024-06-03,"React, Contrôle de Gestion, Projet, CSS, Cryptographie",4.4,783,69
53bd5804-d9a3-40d7-a925-038317ba1ca1,Formation en Google Cloud pour Experts,"Apprenez Google Cloud à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Google Cloud et les appliquer dans des projets concrets.",Intermédiaires,Avoir des connaissances de base en cloud computing est recommandé.,Cloud Computing,Google Cloud,Avancé,35,Podcast,EN,Non,LinkedIn Learning,435,2024-06-17,"Kubernetes, Deep Learning, CSS, UX",4.2,1744,87
ca8d3da7-818e-46bd-bb6f-f7c292f9a412,Formation en Gestion de Trésorerie pour Intermédiaires,"Apprenez Gestion de Trésorerie à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Gestion de Trésorerie et les appliquer dans des projets concrets.",Débutants,Avoir des connaissances de base en finance & comptabilité est recommandé.,Finance & Comptabilité,Gestion de Trésorerie,Facile,13,Podcast,EN,Oui,edX,0,2024-01-30,"Git, Django, Scrum, Cloud, Figma",3.8,562,85
c6935436-46c8-4b42-8c8e-36621e550d95,Formation en Photoshop pour Intermédiaires,"Apprenez Photoshop à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Photoshop et les appliquer dans des projets concrets.",Intermédiaires,Avoir des connaissances de base en design & création est recommandé.,Design & Création,Photoshop,Intermédiaire,51,PDF,EN,Oui - Certificat de Photoshop,Coursera,369,2025-03-11,"Deep Learning, SEO, Linux, Big Data, Figma, Cloud, Cryptographie, Sécurité",4.9,109,62
d1fd8098-d643-4c4a-9fd5-f78345a50c36,Formation en Google Ads pour Intermédiaires,"Apprenez Google Ads à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Google Ads et les appliquer dans des projets concrets.",Experts,Avoir des connaissances de base en marketing digital est recommandé.,Marketing Digital,Google Ads,Intermédiaire,66,Quiz,FR,Oui - Certificat de Google Ads,LinkedIn Learning,278,2024-02-25,"Python, CSS, Git, Machine Learning",3.9,2986,72
f9f703c2-9d00-41bd-a895-7925dacf5478,Formation en SQL pour Intermédiaires,"Apprenez SQL à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de SQL et les appliquer dans des projets concrets.",Experts,Avoir des connaissances de base en data science est recommandé.,Data Science,SQL,Intermédiaire,43,Projet,FR,Non,Fun-MOOC,60,2024-02-28,"Scrum, UX, Sécurité, Docker, Projet, Cloud",4.3,2503,59
85e90799-86b6-43e6-bdcb-141da9ec42c3,Formation en Illustrator pour Experts,"Apprenez Illustrator à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Illustrator et les appliquer dans des projets concrets.",Débutants,Avoir des connaissances de base en design & création est recommandé.,Design & Création,Illustrator,Facile,31,Projet,FR,Oui - Certificat de Illustrator,LinkedIn Learning,171,2024-10-16,"Publicité, Django, Scrum, HTML, SQL, Cryptographie, Sécurité, Projet",3.2,1208,79
4379d762-3dee-40d2-b5eb-0c18dcf615f4,Formation en Django pour Experts,"Apprenez Django à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Django et les appliquer dans des projets concrets.",Débutants,Avoir des connaissances de base en développement web est recommandé.,Développement Web,Django,Intermédiaire,56,Vidéo,FR,Non - Certificat de Django,LinkedIn Learning,275,2025-05-08,"Kubernetes, Figma, Big Data, UI",3.3,2058,69
8b42de67-ce1f-4458-b20e-f2516d3572c6,Formation en Droit du Travail pour Débutants,"Apprenez Droit du Travail à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Droit du Travail et les appliquer dans des projets concrets.",Débutants,Avoir des connaissances de base en ressources humaines est recommandé.,Ressources Humaines,Droit du Travail,Avancé,11,Vidéo,FR,Non - Certificat de Droit du Travail,Udemy,171,2024-04-27,"Publicité, Deep Learning, SEO, Droit du Travail, HTML, UX",4.8,1315,72
382df114-853b-47b5-87c7-685b44a3674d,Formation en Google Cloud pour Intermédiaires,"Apprenez Google Cloud à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Google Cloud et les appliquer dans des projets concrets.",Débutants,Avoir des connaissances de base en cloud computing est recommandé.,Cloud Computing,Google Cloud,Facile,78,Projet,EN,Oui - Certificat de Google Cloud,edX,455,2023-06-09,"Python, Git, Publicité, Linux, UX, Projet",3.7,1884,65
4d159f81-2ca4-4fde-a8c4-8f803df35b90,Formation en Analyse Financière pour Experts,"Apprenez Analyse Financière à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Analyse Financière et les appliquer dans des projets concrets.",Intermédiaires,Avoir des connaissances de base en finance & comptabilité est recommandé.,Finance & Comptabilité,Analyse Financière,Avancé,64,Projet,EN,Non,Coursera,330,2023-06-09,"Figma, Agile, Machine Learning, UX, Django, HTML, SEO",3.3,380,53
95c1204e-0c3d-40c4-bd2d-185414ddfcc4,Formation en Google Cloud pour Intermédiaires,"Apprenez Google Cloud à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Google Cloud et les appliquer dans des projets concrets.",Débutants,Avoir des connaissances de base en cloud computing est recommandé.,Cloud Computing,Google Cloud,Avancé,57,PDF,EN,Oui - Certificat de Google Cloud,OpenClassrooms,369,2024-02-29,"Kubernetes, Python, Docker, React, Big Data, Linux, Machine Learning",3.5,329,55
9eb50bc9-a902-4497-8b63-f96e8c9112c0,Formation en Lean Management pour Intermédiaires,"Apprenez Lean Management à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Lean Management et les appliquer dans des projets concrets.",Débutants,Avoir des connaissances de base en gestion de projet est recommandé.,Gestion de Projet,Lean Management,Facile,22,Quiz,EN,Oui,edX,143,2024-04-13,"Scrum, Agile, Lean Management, Django",3.5,2723,60
952b1e61-33d6-4094-a23c-6802a36a7c44,Formation en Français Langue Étrangère pour Intermédiaires,"Apprenez Français Langue Étrangère à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Français Langue Étrangère et les appliquer dans des projets concrets.",Intermédiaires,Avoir des connaissances de base en langues est recommandé.,Langues,Français Langue Étrangère,Intermédiaire,31,Podcast,FR,Oui,Coursera,0,2025-04-08,"Figma, Cloud, CSS, Big Data",3.6,2045,49
0f878a39-667b-4df9-b142-5ffe3defabfb,Formation en Azure pour Intermédiaires,"Apprenez Azure à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Azure et les appliquer dans des projets concrets.",Débutants,Avoir des connaissances de base en cloud computing est recommandé.,Cloud Computing,Azure,Facile,23,Quiz,EN,Non,Coursera,485,2023-09-27,"Cryptographie, Projet, Agile, Cloud, Scrum",4.9,2994,70
d7ff26b7-0d6c-477e-8d58-650078f093ea,Formation en Recrutement pour Experts,"Apprenez Recrutement à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Recrutement et les appliquer dans des projets concrets.",Débutants,Avoir des connaissances de base en ressources humaines est recommandé.,Ressources Humaines,Recrutement,Intermédiaire,29,Quiz,FR,Oui,edX,448,2024-12-08,"Kubernetes, Agile, Django, Git, HTML",5.0,992,56
b4f933fd-038f-4e78-9980-c7e867e5d60d,Formation en Sécurité Réseaux pour Débutants,"Apprenez Sécurité Réseaux à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Sécurité Réseaux et les appliquer dans des projets concrets.",Intermédiaires,Avoir des connaissances de base en cybersécurité est recommandé.,Cybersécurité,Sécurité Réseaux,Facile,21,Vidéo,EN,Oui - Certificat de Sécurité Réseaux,Coursera,0,2025-04-05,"Agile, SEO, UI, React, Python",3.2,1518,83
515c9c0d-db86-4304-9d7f-2acf5e54365f,Formation en Comptabilité Générale pour Experts,"Apprenez Comptabilité Générale à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Comptabilité Générale et les appliquer dans des projets concrets.",Experts,Avoir des connaissances de base en finance & comptabilité est recommandé.,Finance & Comptabilité,Comptabilité Générale,Facile,26,Podcast,EN,Oui - Certificat de Comptabilité Générale,Udemy,81,2024-04-04,"Projet, Scrum, Big Data, React, Publicité",3.5,282,51
1f373b24-6b15-4dbb-8f01-4f956920dcbb,Formation en AWS pour Intermédiaires,"Apprenez AWS à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de AWS et les appliquer dans des projets concrets.",Débutants,Avoir des connaissances de base en cloud computing est recommandé.,Cloud Computing,AWS,Facile,35,Projet,FR,Non,FutureLearn,321,2025-02-22,"Cryptographie, Docker, Python, Agile",4.9,1552,51
af2fbf95-877b-437d-840c-1257d7c58670,Formation en Comptabilité Générale pour Experts,"Apprenez Comptabilité Générale à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Comptabilité Générale et les appliquer dans des projets concrets.",Experts,Avoir des connaissances de base en finance & comptabilité est recommandé.,Finance & Comptabilité,Comptabilité Générale,Avancé,58,Projet,EN,Oui,FutureLearn,58,2023-12-22,"Sécurité, CSS, UX, Python",3.5,1274,68
2ddb61f4-d80e-4067-bea0-a3306f2a190f,Formation en Sécurité Réseaux pour Débutants,"Apprenez Sécurité Réseaux à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Sécurité Réseaux et les appliquer dans des projets concrets.",Débutants,Avoir des connaissances de base en cybersécurité est recommandé.,Cybersécurité,Sécurité Réseaux,Facile,48,Podcast,FR,Oui - Certificat de Sécurité Réseaux,FutureLearn,410,2024-04-25,"Agile, Deep Learning, SEO, HTML, UX, CSS",4.0,2802,78
985f8504-3733-4fc6-856b-e41c8f8184f6,Formation en Illustrator pour Débutants,"Apprenez Illustrator à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Illustrator et les appliquer dans des projets concrets.",Débutants,Avoir des connaissances de base en design & création est recommandé.,Design & Création,Illustrator,Avancé,21,Projet,EN,Oui,OpenClassrooms,138,2024-08-02,"Projet, Docker, Linux, Sécurité, UI, SQL",3.2,1354,71
baf7b1f7-8786-4367-a69c-42d0b842c73d,Formation en Paie pour Débutants,"Apprenez Paie à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Paie et les appliquer dans des projets concrets.",Intermédiaires,Avoir des connaissances de base en ressources humaines est recommandé.,Ressources Humaines,Paie,Facile,14,Vidéo,FR,Non,FutureLearn,413,2024-04-01,"CSS, Docker, Projet, UI, HTML",4.0,267,65
0d765d99-a062-4c5a-a378-dc084dc3145c,Formation en Machine Learning pour Experts,"Apprenez Machine Learning à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Machine Learning et les appliquer dans des projets concrets.",Intermédiaires,Avoir des connaissances de base en intelligence artificielle est recommandé.,Intelligence Artificielle,Machine Learning,Facile,54,Podcast,EN,Non,edX,93,2024-08-16,"Kubernetes, Agile, Sécurité, CSS, SQL, Deep Learning, Cloud",3.5,720,86
b1386eb9-e1a0-4299-9c4c-15c66bf86bb0,Formation en Spark pour Débutants,"Apprenez Spark à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Spark et les appliquer dans des projets concrets.",Experts,Avoir des connaissances de base en data science est recommandé.,Data Science,Spark,Avancé,78,Projet,FR,Non - Certificat de Spark,Coursera,218,2023-11-13,"Agile, Scrum, UX, React, Figma, Linux, UI",3.2,542,90
76a9187f-8b58-4067-a952-627bd48415c5,Formation en Paie pour Débutants,"Apprenez Paie à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Paie et les appliquer dans des projets concrets.",Intermédiaires,Avoir des connaissances de base en ressources humaines est recommandé.,Ressources Humaines,Paie,Intermédiaire,18,Vidéo,EN,Non - Certificat de Paie,Fun-MOOC,221,2025-03-10,"UI, Publicité, CSS, Python, Django",3.8,1530,46
